The logic of the client side is supported by jQuery and the templating system is implemented with Handlebars.|system|structure|s-implementation|s-techsolution||
A description of each chosen technology and the characteristics that influenced the decisionmaking are detailed below.|document organisation|document organisation|document organisation|document organisation||
4.2.1.1 SPHERE.IO|system|structure|s-implementation|s-techsolution||
SPHERE.IO is a cloud-based commerce platform, aimed to unify e-commerce data in a single place where any kind of external system can access this information.|system|structure|s-implementation|s-techsolution||
These external systems are typically web-shops but can actually be any type of application, even those not related to ecommerce.|uncertain|uncertain|uncertain|uncertain||
SPHERE.IO provides a platform to store and process all this data according to commerce business rules, while at the same time offers several ways to access it.|system|structure|s-implementation|s-techsolution||
The primary entry point to the backend is provided by a RESTful API, that offers an interface for programmatic access to the data and associated functionality.|system|structure|s-architecture|s-architecture||
The API services are using JSON to communicate, always over HTTPS, with previous authorization using OAuth2.|system|structure|s-implementation|s-techsolution||
Although it is actually the core of the platform, its direct use might be tedious for slightly complex applications.|uncertain|uncertain|uncertain|uncertain||
That is the reason why it is recommended to use client libraries and SDKs to communicate with the API, and so improving the development experience.|system|structure|s-implementation|s-techsolution|rationale|
The SPHERE.IO team chose Java as the first programming language to have a client library due to its versatility.|system|structure|s-implementation|s-techsolution|rationale|
This library is open source, as it is intended to be improved or used as a reference to build other libraries by the developer community.|system|structure|s-implementation|s-techsolution||
In order to provide a better environment to build websites, a SDK was built on top of the client library: the SPHERE.IO Play SDK.|system|structure|s-architecture|s-architecture|rationale - benefit|
It allowed to adapt the Java client library to the processes and structure of the Play Framework.|system|structure|s-architecture|s-architecture|rationale - benefit|
A command-line interface (CLI) is also available, especially aimed for managing SPHERE.IO user accounts and projects from a command-line shell.|requirement|functionality & behaviour|functionality & behaviour|functionality & behaviour|rationale|
It is also necessary to use the CLI in order to manipulate and query data in batches or for automated jobs, such as importing products into SPHERE.IO.|system|structure|s-implementation|s-techsolution|rationale|directive
As opposed to the API, the CLI is not using OAuth2 since all operations are done under a user account.|system|structure|s-implementation|s-techsolution|rationale|
So far all the tools for accessing and managing the backend data were focused on developers, but merchants have also the possibility to view and update the data using a web application called Merchant Center.|system|structure|s-implementation|s-techsolution||
Besides that, merchants can also export and import data between SPHERE.IO and other external systems using elastic.io11 as an integration platform.|system|structure|s-implementation|s-techsolution||
4.2.1.2 Optile|system|structure|s-implementation|s-techsolution||
Optile is a payment platform that allows to access a set of heterogeneous payment methods and providers (e.g. credit cards, direct debit, PayPal) under a common interface.|system|structure|s-implementation|s-techsolution||
Once the web-shop has the platform integrated, the set of payment options can be extended or reduced without any extra implementation effort.|uncertain|uncertain|uncertain|uncertain||
Optile has five different main levels of integration: redirected, hosted, half-native and native with and without PCI.|system|structure|s-implementation|s-techsolution||
These are implemented one on top of the other without losing the previous implementation, that way one can go back to lower levels very easily.|system|structure|s-architecture|s-architecture||
The first level is the universal redirect, where the customer is completely redirected to the payment platform and there he enters his payment data.|uncertain|uncertain|uncertain|uncertain||
In the second level that form is hosted in the system via a HTML frame or JavaScript.|system|structure|s-implementation|s-techsolution||
With the third level the system is in charge of querying the platform about the payment options and display them, but once the user selects one he is redirected to the platform to provide the payment data.|uncertain|uncertain|uncertain|uncertain||
The fourth level displays both payment options and forms, taking care of submitting the forms to the platform.|uncertain|uncertain|uncertain|uncertain||
The last level requires the system to be PCI compliant, because it gathers the payment data and queries the platform to charge the customer with the provided data.|requirement|non-functional|non-functional|non-functional||directive
In opposite to traditional payment platforms, the successful integration of Optile will attest that this web-shop supports a wide range of payment methods and providers, as well as multiple different ways of integration.|system|structure|s-implementation|s-techsolution|rationale - benefit|
It is also a good choice for developers, who will have a system with several online payment methods already implemented.|uncertain|uncertain|uncertain|uncertain||
Optile first integration can become a little bit tedious, but its flexibility will be profitable for this project.|system|structure|s-implementation|s-techsolution|rationale - benefit|
A valid alternative is Paymill, a popular payment solution which characteristics are completely opposed to Optile: the integration is very fast and easy, but the payment providers offered are limited to credit card and direct debit.|system|structure|s-implementation|s-techsolution|rationale|
Also the customer is never redirected to the payment server, yet there is no need to be PCI compliant.|uncertain|uncertain|uncertain|uncertain||
The reason is that the payment form is never submitted, but its data is sent to the payment server via a JavaScript library, returning a token in exchange that the system can use to charge the customer from the server side.|system|behaviour|b-implementation|b-tech solution|rationale|
Nevertheless the selected solution is Optile, because its implementation will benefit more the project than Paymill.|system|structure|s-implementation|s-techsolution|rationale - benefit|
4.2.1.3 Play  Framework|system|structure|s-implementation|s-techsolution||
The use of Play Framework comes as a requirement to test the suitability of SPHERE.IO Play SDK, which was build to create web-shops using this specific framework.|system|structure|s-implementation|s-techsolution||directive
Play is an open source web application framework that was first released in 2007 and written in Java.|system|structure|s-implementation|s-techsolution||
In 2012 a second release was announced, with a core completely rewritten in Scala.|system|structure|s-implementation|s-techsolution||
This is precisely the version that SPHERE.IO Play SDK works with.|system|structure|s-implementation|s-techsolution||
This second version of Play uses Scala in its web template system.|system|structure|s-implementation|s-techsolution||
Projects in Play are built and deployed with SBT, a build tool for Scala and Java projects, allowing developers to choose between these two programming languages in order to implement the logic of their web applications.|system|structure|s-implementation|s-techsolution||
Despite this, currently SPHERE.IO Play SDK is supported only in Java projects.|system|structure|s-implementation|s-techsolution||
Play follows the MVC logical architectural pattern and is completely RESTful, which means amongst other things that is stateless, unlike other Java frameworks.|system|structure|s-architecture|s-architecture||
It was also designed to support full asynchronous HTTP programming, to serve long-lived requests without tying up other threads.|system|behaviour|b-implementation|b-techsolution|rationale|
Play also includes the Jackson library to manipulate JSON data and native support for the software testing frameworks JUnit and Selenium.|system|structure|s-implementation|s-techsolution||
Moreover it also has a compiler for CoffeeScript and LESS, two programming languages that compile into JavaScript and CSS respectively.|system|structure|s-implementation|s-techsolution||
4.2.1.4 CoffeeScript|system|structure|s-implementation|s-techsolution||
CoffeeScript is a programming language that compiles into JavaScript, adding syntactic sugar to greatly improve the developer experience.|system|structure|s-implementation|s-techsolution|rationale - benefit|
The new syntax provides a better readability of the code and helps developers to write complex scripts much more easily.|requirement|non-functional|non-functional|non-functional||
The increased readability of the code goes along with a decreased number of lines compared to the same code in JavaScript, around one third fewer lines.|requirement|non-functional|non-functional|non-functional||
Another interesting feature is an additional syntax to use JavaScript’s native prototyping as a class-based system, making object-oriented programming with JavaScript less complex, particularly when it comes to inheritance.|system|structure|s-implementation|s-techsolution|rationale - benefit|
Improving developer experience is a priority in this project, so CoffeeScript will contribute to make client-side code easier to understand and modify.|requirement|non-functional|non-functional|non-functional||
It will also be considerably helpful with the development of the JavaScript code, which is pretty complex due to the logical design of the system.|uncertain|uncertain|uncertain|uncertain||
Therefore its use is very appropriate, especially since a CoffeeScript compiler comes included in Play Framework.|system|structure|s-implementation|s-techsolution|rationale|
4.2.1.5 LESS CSS|system|structure|s-implementation|s-techsolution||
Similarly to CoffeeScript, LESS is a language that compiles into CSS.|system|structure|s-implementation|s-techsolution||
But unlike CoffeeScript, LESS does not modify the syntax of CSS, but only extends it with dynamic behavior, such as variables, operations and functions.|system|structure|s-implementation|s-techsolution||
This makes LESS very easy to learn and converts a simple CSS-based file into a powerful dynamic stylesheet.|system|structure|s-implementation|s-techsolution|rationale - benefit|
LESS will allow to better organize the stylesheet of the web-shop, thus facilitating a swift development, fast edition and easy understanding of its code.|system|structure|s-implementation|s-techsolution|rationale - benefit|
Although there are other CSS preprocessors like the popular Sass, the provided functionalities are quite similar and Play Framework already comes with a native support of the LESS compiler.|system|structure|s-implementation|s-techsolution|rationale - benefit|
4.2.1.6 jQuery|system|structure|s-implementation|s-techsolution||
jQuery is a very powerful and fast JavaScript library that allows to easily do DOM scripting (i.e. HTML elements manipulation and event handling), perform animations and simplify the use of AJAX programming; altogether very necessary in this project.|system|structure|s-implementation|s-techsolution|rationale - benefit|
The main alternatives, such as MooTools or YUI Library, are also very satisfactory solutions in the mentioned areas, with no significant differences.|system|structure|s-implementation|s-techsolution||
The final choice of jQuery has been mainly determined by the fact that it has the largest community amongst the options.|system|structure|s-implementation|s-techsolution|rationale|
4.2.1.7 Handlebars.js|system|structure|s-implementation|s-techsolution||
Handlebars is the web template system used in this project to manage client-side templates.|system|structure|s-implementation|s-techsolution||
It is a JavaScript implementation of the platform-independent Mustache project, that allows to render input data in a template using a very clean syntax.|system|structure|s-implementation|s-techsolution|rationale - benefit|
Mustache has a so-called logic-less template syntax because there are no explicit control flow statements, all needed logic comes exclusively from the data in the form of booleans, arrays or lambdas.|system|structure|s-implementation|s-techsolution||
On the contrary Handlebars templates are compiled, allowing to define helpers to reuse code for presentation.|system|structure|s-implementation|s-techsolution|rationale - benefit|
It also comes with built-in helpers to control the default flow of the template, such as loops or conditional statements.|system|structure|s-implementation|s-techsolution|rationale - benefit|
Handlebars comes also with better support for paths to access the data.|system|structure|s-implementation|s-techsolution|rationale - benefit|
In short, this solution makes easier to implement templates than Mustache while still keeping logic separated from presentation.|system|structure|s-implementation|s-techsolution|rationale - benefit|
There is another project, Dust.js, with the same strong points as Handlebars and with useful additional features like template composition|system|structure|s-implementation|s-techsolution|rationale - benefit|
During the last year LinkedIn has been contributing actively to a separated Dust.js project that the company is using for its website [Bas12].|non-information|non-information|non-information|non-information||
Regardless it has been considered that Handlebars is a safer option, since the additional features are not indispensable for this project.|system|structure|s-implementation|s-techsolution|rationale|
4.2.2 External Design|uncertain|uncertain|uncertain|uncertain||
The external design of a system requires the developer team to work closely with a designer team.|development process|development practice|development practice|development practice||directive
While the designers are in charge of creating the interface and aesthetic design, the other external design areas of the system need a more technical approach.|development process|development practice|development practice|development practice||directive
These areas consist of the navigation and architecture design, as well as some parts of the content design.|system|ui design|u-architecture|u-architecture||
All these aspects are covered by the User Experience (UX) Model explained here.|uncertain|uncertain|uncertain|uncertain||
It describes, in particular, how the dynamic content will be structured and organized in different screens, and how the user will navigate amongst those screens to reach a particular goal.|system|ui design|u-architecture|u-architecture||
For this project, the designer team together with the developer team decided to implement a layout structure and behavior inspired on different web-shops with innovative design, always focusing on offering the user a smooth interaction with the system|system|ui design|u-architecture|u-architecture||
Each screen is going to be presented and described with wireframe prototypes, and then the storyboard sequence and navigational paths will illustrate the connections between those screens.|system|ui design|u-architecture|u-architecture||
4.2.2.1 Display products|requirement|feature|feature|feature||
Product listing is the first functionality that a customer uses when arriving at the web-shop and the one he will be using for longer periods of time, so it needs to have a comfortable way to display and paginate the products|system|ui design|u-architecture|u-architecture|rationale|directive
At best, traditional web-shops usually have very rigid ways of listing products: pagination consists of an interface that allows to select the page and the amount of products per page, while display options let the user select between a list or a grid type of view|system|ui design|u-architecture|u-architecture||
So instead of showing a traditional shop catalog, it was considered a better option to let the products flow freely through the web page, using all the width and height possible to show at once the maximum amount of products to the user (Figure 4.12)|system|ui design|u-architecture|u-architecture|rationale|
On the other hand, the pagination needs to be natural without losing already viewed products, so when the user reaches the bottom of the page new products should appear automatically under the previous ones.|system|ui design|u-architecture|u-architecture|rationale|directive
The product thumbnails, besides price and name, will be showing a picture of the product and the different color variants.|system|ui design|u-architecture|u-architecture||
The selected variant will be highlighted, and when hovering a different color the thumbnail will be updated with that variant information, such as picture and price, if different.|system|ui design|u-architecture|u-architecture||
The thumbnail will also include a button to add the selected product variant to the shopping cart.|system|ui design|u-architecture|u-architecture||
In case the product has different sizes available, when hovering the button a list of the different sizes will be shown, so that the user can select the desired size he wants to add to the cart.|system|ui design|u-architecture|u-architecture|rationale|
When clicking on a product thumbnail the user will be redirected to the product detail of the variant he had selected (Figure 4.13), if any.|requirement|use case|use case|use case||
There he can select any other color variant, in which case a new page will be loaded in order to update the URL, to let the user share the product URL that points to this particular color.|requirement|use case|use case|use case||
He can also select a different size, but in this case the page is not reloading, as it was considered that the user does not have a need to share the exact size.|requirement|use case|use case|use case|rationale|
Below one can add the selected product variant to the cart, optionally indicating the exact quantity.|system|ui design|u-architecture|u-architecture||
The header contains a mini-cart and the login panel throughout the website.|system|ui design|u-architecture|u-architecture||
In any product list or product detail page, the header also contains the categories and subcategories of the shop to let the user filter products by category.|system|ui design|u-architecture|u-architecture|rationale|
The rest of the pages should contain a button to allow the user go back to the last category or product he visited.|system|ui design|u-architecture|u-architecture|rationale|
When scrolling, the header is always kept at the top of the page.|system|ui design|u-architecture|u-architecture||
Below the header, a breadcrumb is showing the current category path|system|ui design|u-architecture|u-architecture||
Whenever a product is added to the cart, the mini-cart located on the header appears for a few seconds, to let the customer know that the product was added successfully.|system|ui design|u-architecture|u-architecture|rationale|
At any time the user can see again the contents of his shopping cart when hovering the cart button on the header, that will be closed automatically when moving the cursor away from the mini-cart.|requirement|use case|use case|use case||
Below, Figure 4.14 and Figure 4.15 presents the storyboard sequence and the navigational paths, respectively, of the screens just described.|document organisation|document organisation|document organisation|document organisation||
In the storyboard sequence it is shown how the same interactions defined in the sequence diagrams of the specification are performed through the different screens.|system|ui design|u-architecture|u-architecture||
This connections are also captured in the following navigational paths diagram.|uncertain|uncertain|uncertain|uncertain||
The resulting screens and navigational path diagram, besides the connections between screens, shows the detailed content of each screen.|system|ui design|u-architecture|u-architecture||
The screen for listing products displays the selected filtering options and contains a single form to change them.|system|ui design|u-architecture|u-architecture||
It also has the name of the current category and the list of matching products, with their different variants for color and size.|system|ui design|u-architecture|u-architecture||
This screen has an option to add a product to the cart, while the product detail page has a form to let the user specify the quantity of items he wants to add.|system|ui design|u-architecture|u-architecture||
Both screens renders the category tree so that the customer can list all products from a particular category at any moment.|system|ui design|u-architecture|u-architecture|rationale|
4.2.2.2 Purchase Products|requirement|feature|feature|feature||
In order to start the checkout process, the user will first access the cart detail page by clicking on the cart button.|requirement|use case|use case|use case||
This page shows the items and their details, along with the possibility to remove them or change the number of units of each item (Figure 4.16).|system|ui design|u-architecture|u-architecture||
Both actions are performed without reloading the page, just updating the contents of the shopping cart and the pricing details accordingly.|system|ui design|u-implementation|u-implementation||
The checkout page can be accessed from both mini-cart and cart detail page.|system|ui design|u-architecture|u-architecture||
The checkout page is probably one of the least frequented pages of a web-shop, but it is for sure the most important when it comes to user experience.|system|ui design|u-architecture|u-architecture||
The customer needs to feel he has control of the flow and that he is able to quit at any time.|uncertain|uncertain|uncertain|uncertain||
The checkout needs to be a secure and robust environment to the user.|requirement|non-functional|non-functional|non-functional||
Traditional web-shops usually reload when moving from one checkout step to the other, and it can be sometimes difficult to change the data of a step that is not immediately before the active one.|development process|QA|issue|issue||
In some cases it is also hard to know what changes are modifying the price or to review what was entered on previous steps.|development process|QA|issue|issue||
All these issues are affecting negatively the feeling of control the user has.|development process|QA|issue|issue|rationale - drawback|
For this design it was considered a good idea to display all the steps throughout the page as sections that can be expanded, so that the user modifies them (see Figure 4.17).|system|ui design|u-architecture|u-architecture|rationale|
Once edited, the section closes again and displays a summary with the selected options.|system|ui design|u-architecture|u-architecture||
Every change automatically updates the pricing details that are always shown at the bottom of the page.|system|ui design|u-architecture|u-architecture||
As a way of guiding the customer through the checkout process, the user can only open new sections sequentially.|system|ui design|u-architecture|u-architecture||
Also when a form is still not available due to missing requirements (e.g. shipping method cannot be displayed until shipping address is set) a message will be shown instead until the requirements are met.|system|ui design|u-architecture|u-architecture||
The checkout is divided into three steps: first a cart summary, to verify the items are correct; second the shipping information, to determine where and how the goods are being delivered; and third the billing information, to select the way the products are being paid.|uncertain|uncertain|uncertain|uncertain||
Both shipping and billing sections have on the left side a form to set the postal address and on the right side the shipping and payment options, respectively.|system|ui design|u-architecture|u-architecture||
When the customer is logged in, his address book will appear on the right side, allowing him to select one of his addresses, which data will then be copied to the corresponding address form.|requirement|use case|use case|use case||
The storyboard sequence from Figure 4.18 is showing how this checkout process is distributed with the presented screens.|system|ui design|u-architecture|u-architecture||
Below in Figure 4.19, the screens and navigational paths diagram expose that all screens have almost the same data, such as a set of line items and some pricing details, while the checkout page and the order summary have also a billing and shipping address, all them with different multiplicities.|system|ui design|u-architecture|u-architecture||
The cart has forms to update line items, as many as line items are in the cart.|system|ui design|u-architecture|u-architecture||
The checkout is also composed of different forms, one for each element that the customer must fill, to allow saving each element individually.|system|ui design|u-architecture|u-architecture|rationale|
4.2.2.3 User  management|requirement|feature|feature|feature||
Before attempting to access his profile page, the user needs to identify himself to the system.|requirement|use case|use case|use case||
This is done in the login screen, a page that also contains a form to register into the system (see Figure 4.20).|system|ui design|u-architecture|u-architecture||
In case the user forgot his password, the login form contains an option to recover it, which renders a modal window where an email address is requested when the option is clicked.|requirement|use case|use case|use case||
Submitting this form will send an email to the user with a new URL, that redirects to the same login page but with a different modal window to enter a new password.|requirement|use case|use case|use case||
Once the password is submitted the modal window closes, thus showing the login form again to allow the user enter his new credentials.|requirement|use case|use case|use case||
The user profile is a single page with sections to change user data, password, manage the address book and view the list of orders (see Figure 4.21).|system|ui design|u-architecture|u-architecture||
The latter consists of some stockable sections, each one containing all information about a particular order, such as the products purchased, the price details and all shipping and billing related information.|system|ui design|u-architecture|u-architecture||
When clicking on a section, this one expands showing its contents, while all other sections remain closed.|system|ui design|u-architecture|u-architecture||
The address book is the only section with a slightly complex design.|system|ui design|u-architecture|u-architecture||
This component has a list of existing addresses on the left and an empty form on the right to add a new address (Figure 4.22).|system|ui design|u-architecture|u-architecture||
When the user selects an address the form changes into edition mode, highlighting the address and copying its data to the empty form.|requirement|use case|use case|use case||
A button at the top allows the user to return the form to its initial mode.|requirement|use case|use case|use case|rationale|
Whenever the user adds, updates or removes an address, the list of addresses is updated accordingly.|requirement|use case|use case|use case||
Again, the specification sequence diagram is adapted to the given design, illustrating the different screens that participate in every interaction in the check order top-level use case (see Figure 4.23).|system|ui design|u-architecture|u-architecture||
Figure 4.24 below shows the screens and navigational paths diagram, displaying every screen component that belong to the customer profile screen, each with its own data and forms.|system|ui design|u-architecture|u-architecture||
4.2.3 Internal Design|uncertain|uncertain|uncertain|uncertain||
After representing the external design of the system, every diagram of the UX Model needs to be adapted to the chosen technologies.|uncertain|uncertain|uncertain|uncertain||directive
An internal class and sequence diagram are resulting from this process, showing the communication between each component.|uncertain|uncertain|uncertain|uncertain||
These diagrams are done with the Web Application Extension (WAE) to UML, which allows to represent every significant element of the web presentation layer with the UML modeling language.|uncertain|uncertain|uncertain|uncertain|rationale|
In this project, the new class stereotypes of WAE enabled to represent server-side pages, client-side pages, forms and script libraries; every class with its own attributes and methods.|system|structure|s-architecture|s-architecture||
There are also new association stereotypes to represent the different ways of communication between elements.|uncertain|uncertain|uncertain|uncertain||
These can be, amongst others, a common link with parameters (link), a form data submission (submit), a forwarding of the request to another element (forward), a generation of HTML output (build) or an import of a JavaScript file (script).|system|behaviour|b-implementation|b-techsolution||
Internal design diagrams can become quite complex when trying to represent all files that participate in a use case, particularly when applying some design patterns.|uncertain|uncertain|uncertain|uncertain||
For this reason, in this section only those diagrams that illustrate some special behavior or structure are displayed, simplifying any characteristic that is later described in the following sections, such as design patterns that apply to all use cases.|document organisation|document organisation|document organisation|document organisation|rationale|
The internal class diagram in Figure 4.25 represents the whole browse catalog top-level use case.|document organisation|document organisation|document organisation|document organisation||
It is worth noticing that usually a client page links first to a server page, which then forwards to a server page with a “scala” extension.|system|behaviour|b-implementation|b-general||
The first server page symbolizes a file in the Controller component, while the second corresponds to a Scala template from the View, which builds the client page.|system|structure|s-architecture|s-architecture||
An exception to this rule appears within contexts, when the client page asynchronously makes a request to the server.|system|behaviour|b-implementation|b-general||
The response is simple data, so no HTML output is built, and it is the client page itself which updates its content with the information sent via forward parameters.|system|behaviour|b-implementation|b-general||
The methods that allow to update the information from the client page are always coming from the JavaScript files, but generally are represented as methods from the client page.|system|structure|s-implementation|s-sourcecode||
Only exception appears when the same method is shared between two pages, in which case it is left in the script for simplicity [Oli10].|system|structure|s-implementation|s-sourcecode|rationale|
So an example of this particular behavior can be observed when adding a product to the cart from a product page or a product list page.|uncertain|uncertain|uncertain|uncertain||
The server page that updates the cart sends to the mini cart component all the information related to the shopping cart contents.|system|behaviour|b-implementation|b-general||
With this data the JavaScript in charge of the cart updates only the mini cart component with the new information.|uncertain|uncertain|uncertain|uncertain||
Another example is the functionality to load more products when scrolling to the bottom of the page|system|ui design|u-implementation|u-implementation||
In this case also the corresponding sequence diagram is presented (Figure 4.26) to observe in detail how the components are behaving.|document organisation|document organisation|document organisation|document organisation||
First, the customer navigates to the SelectCategory server page, which requests to SPHERE.IO the list of products for a particular category.|system|behaviour|b-implementation|b-techsolution||
This server page forwards all necessary information to the corresponding view, which creates the entire client page and sends it back to the customer.|system|behaviour|b-implementation|b-general||
Then when the customer scrolls to the bottom of the page, the load more products method is called from the client page, which starts an asynchronous request to the server while the control is given back to the customer.|uncertain|uncertain|uncertain|uncertain||
In this request the script itself communicates with the server page ListProducts, which again makes a request to the model, this time asking for the next page.|system|behaviour|b-implementation|b-general||
The resulting data is sent to the client page, that renders and appends a new Product List component with the received products.|system|behaviour|b-implementation|b-general||
Figure 4.27 below is the internal design class diagram for updating and removing line items from the cart.|document organisation|document organisation|document organisation|document organisation||
The update functionality requires a form where the customer specifies the new quantity, while removing is just a direct link.|uncertain|uncertain|uncertain|uncertain||
Both actions end up in the server page for updating the cart, which forwards the new cart information to the cart page.|system|behaviour|b-implementation|b-general||
Figure 4.28 below presents the internal sequence diagram corresponding to the update item in cart use case, although the diagram corresponding to the deletion is very similar.|document organisation|document organisation|document organisation|document organisation||
The initial process to access the client page is the same as any other use case: the customer navigates to the server page, which forwards the information to the template, which builds the client page.|requirement|use case|use case|use case||
Unlike the use case for removing line items, when updating them the customer is filling a form.|uncertain|uncertain|uncertain|uncertain||
But the form does not have a submit button, instead it is automatically submitted when the user changes the quantity value.|system|ui design|u-implementation|u-implementation||
That is the reason why after filling the form the page is calling the update line item method, which asynchronously submits the form to the server page UpdateCart.|uncertain|uncertain|uncertain|uncertain||
As in any other background form submission in this project, the server page requests to the model the corresponding change and the related information is forwarded to the initial client page.|system|behaviour|b-implementation|b-general||
From this page is called the update price details method, which in fact builds several page components and replaces with them the corresponding elements displayed in the page.|system|structure|s-implementation|s-sourcecode||
The next two diagrams illustrate together the place order use case, being Figure 4.29 focused on the checkout page, and Figure 4.30 on the order creation and display of a summary.|document organisation|document organisation|document organisation|document organisation||
The first diagram has several forms, one for each element to be modified individually: the shipping address, the shipping method, the billing address and finally the payment form.|document organisation|document organisation|document organisation|document organisation||
The payment form does not appear in the diagram because its submission is not directed to this system, but to the payment platform, as it will be described in the corresponding sequence diagram|document organisation|document organisation|document organisation|document organisation||
In any case, it would only consist of a submit button and a dynamic payment form loaded with the data coming from Optile.|system|ui design|u-architecture|u-architecture||
As the actual content is unknown, it was considered best to leave it out from the diagram.|uncertain|uncertain|uncertain|uncertain||
All other forms from the diagram are submitting in the background as the previous example.|uncertain|uncertain|uncertain|uncertain||
In every asynchronous call, the updated information regarding the current checkout state is forwarded to the checkout page.|system|behaviour|b-implementation|b-general||
On the other hand, some of the data needs to be requested explicitly to the server, such as the list of shipping methods or the address book of a registered customer, to avoid performing repeated unnecessary calls to the SPHERE.IO backend.|system|behaviour|b-implementation|b-techsolution|rationale|directive
The second diagram follows a simple design: the moment the customer is redirected from the payment platform back to the system with a successful payment, the server page creates the order and forwards all its information to the template, which in turn creates a page with a summary of the order to be displayed to the customer.|uncertain|uncertain|uncertain|uncertain||
In contrast, the internal sequence diagram of the order creation is much more complex than the class diagram (see Figure 4.31).|document organisation|document organisation|document organisation|document organisation||
Once the checkout form is filled and the customer decides to submit it, the data is sent directly to the payment platform in order to avoid being PCI compliant.|requirement|use case|use case|use case||
The platform proceeds charging the customer and then redirects him to the system.|requirement|use case|use case|use case||
There the order is created and the order summary is displayed.|system|ui design|u-architecture|u-architecture||
The payment platform redirects the customer to a different server page based on whether the charging operation was successful.|requirement|use case|use case|use case||
The order is therefore only created when the customer is redirected to the successful server page.|requirement|use case|use case|use case||
But this system would easily lead to fraud, because the user could try to access the page directly without being charged.|development process|QA|risk|risk||
To solve this issue, the order is created but always with a pending payment status.|requirement|functionality & behaviour|functionality & behaviour|functionality & behaviour||
The only possible way to update the payment status from the web-shop is to access the NotifyPayment server page, which access will be limited to the payment platform (see Figure 4.32).|system|structure|s-architecture|s-architecture||
Optile requires this notification request to update the payment status of a certain order, something necessary when there is a change in the payment.|system|behaviour|b-implementation|b-techsolution|rationale|directive
This can easily happen when using PayPal, because the payment needs to be approved first, therefore changing multiple times of status during an undefined period of time.|system|structure|s-implementation|s-techsolution||
4.2.4 DESIGN OF THE MODEL COMPONENT|uncertain|uncertain|uncertain|uncertain||
As described at the beginning of the section System Logical Architectural 4.2, the logic of the model component is largely located in the SPHERE.IO Play SDK, which contains all the commerce logic and allows to access all data stored in the e-commerce backend.|system|structure|s-architecture|s-architecture||
The Sphere class shown in the diagram below (Figure 4.33) is precisely the entry point for SPHERE.IO.|document organisation|document organisation|document organisation|document organisation||
There is also a Payment class, a small library that will help to communicate with the Optile API, that requires the messages to be sent using XML|system|structure|s-implementation|s-techsolution||
As explained before (see section 4.2.1.2), Optile needs to be implemented in an incremental way, reason why the library can effortless cover all five levels of integration, thus allowing developers to easily switch to the level it fits best for them.|system|structure|s-implementation|s-techsolution|rationale|directive
The system also requires a class to send emails through any email system of preference.|requirement|functionality & behaviour|functionality & behaviour|functionality & behaviour||
The Mail class will cover this functionality, as long as the SMTP17 details of the email system are provided.|uncertain|uncertain|uncertain|uncertain||
Given that Heroku does not provide an internal SMTP server, the deployed version of this project will need to use an external server like Mailjet, a cloud emailing platform that offers several features that may be of interest for potential clients.|system|structure|s-implementation|s-techsolution||directive
The Model component is also containing different helpers, where some particular logic of this web-shop is located.|system|structure|s-architecture|s-architecture||
The ControllerHelper is composed of methods that allows to abstract some common logic that is used in the Controller component (i.e. logic to handle and display messages and errors) or data coming from SPHERE.IO requiring some previous manipulation before it is used (i.e. get default category of a product or get address book of the current customer).|system|structure|s-architecture|s-architecture||
On the other hand, the View Helper is a common design pattern that allows to separate logic that otherwise needs to be integrated in the template, in this project applied with the ViewHelper class.|system|structure|s-architecture|s-architecture||
Although templates in Play Framework enables to use all the potential of the programming language Scala, it is a good practice to keep complex logic out of the templates.|development process|development practice|development practice|development practice||directive
All this logic is then placed in these helper classes and called from the views as necessary.|system|structure|s-architecture|s-architecture||
Lastly, there are a group of classes related to the web forms and the payment information received by the system (see Figure 4.34).|uncertain|uncertain|uncertain|uncertain||
They handle all the server-side validation for every parameter and may also provide helpful getters and setters to easily convert model data into form data, and vice versa (e.g. an Address class instance would be converted into the appropriate form fields street, city, country, etc.)|system|structure|s-implementation|s-sourcecode||
These form classes also host the methods generating the different content that must be sent back to the client in relation to the result of the form submission.|system|structure|s-implementation|s-sourcecode||
For example, when updating a line item from the cart, a success response contains a message for the user and all the shopping cart related information.|uncertain|uncertain|uncertain|uncertain||
This related information is generated with some other methods located in the forms as well, that convert a model class instance into JSON data.|system|structure|s-implementation|s-sourcecode||
Due to the design of the system, the client side has also some important elements from the Model component.|system|structure|s-architecture|s-architecture|rationale|
Although the separation between Model and Controller is not properly defined in the client side, mainly because of the simplicity of the business logic located there, there are also some client-side classes that are dedicated mainly to processing and validation purposes (see Figure 4.35).|system|structure|s-architecture|s-architecture||
On the one hand there are some classes in charge of different elements that are affected by multiple operations throughout the web-shop, such as the mini cart and the pricing detail of a cart.|uncertain|uncertain|uncertain|uncertain||
Aside from the methods to control the behavior of the elements, there are methods that allow to replace the page component data with some JSON data fetched from the server.|system|structure|s-implementation|s-sourcecode||
On the other hand there is a Form class that gives support to all forms of the system, by validating, displaying messages, marking invalid fields and managing AJAX calls when submitting.|uncertain|uncertain|uncertain|uncertain||
4.2.5 Design of the View Component|uncertain|uncertain|uncertain|uncertain||
The View component is formed of several templates that are directly called by the Controller component, as seen in the internal design diagrams of the system.|system|structure|s-architecture|s-architecture||
